Time,X Axis,Y Axis,Z Axis
1700258550.119657,1.618003249168396,1.6772160530090332,1.295405626296997
1700258550.8281295,1.6938128471374512,1.603822112083435,1.3269940614700317
1700258551.5266225,1.603622317314148,1.4126578569412231,0.7896238565444946
1700258552.2260613,1.4963241815567017,1.3030414581298828,1.5379148721694946
1700258552.92838,1.5983306169509888,1.25149667263031,1.2318191528320312
1700258553.6277308,1.547723412513733,1.2501332759857178,1.2499494552612305
1700258554.3272517,1.6220487356185913,1.3433330059051514,1.18833327293396
1700258555.02845,1.5613049268722534,1.2534657716751099,1.4916309118270874
1700258555.730753,1.554221749305725,1.4694364070892334,1.1674972772598267
1700258556.4327333,1.5951117277145386,1.2824928760528564,1.555829405784607
1700258557.1331277,1.5174181461334229,1.2462111711502075,1.199654459953308
1700258557.8349295,1.575592041015625,1.1701843738555908,1.3656508922576904
1700258558.535896,1.6456571817398071,1.621646523475647,1.4318147897720337
1700258559.2370386,1.3976699113845825,0.9270015358924866,0.9012216925621033
1700258559.9353447,1.5387649536132812,1.1637046337127686,1.7184562683105469
1700258560.6353111,1.5345922708511353,0.958033561706543,1.1059415340423584
1700258561.3369372,1.567603349685669,1.2222301959991455,1.1562464237213135
1700258562.0405493,1.6487576961517334,1.1856732368469238,1.3909482955932617
1700258562.7419312,1.529685616493225,1.3342771530151367,1.3689857721328735
1700258563.444252,1.4674389362335205,0.8945851922035217,1.1727346181869507
1700258564.1466336,1.6514546871185303,1.308642864227295,1.2839314937591553
1700258564.850133,1.5181262493133545,1.223989486694336,1.2268037796020508
1700258565.551876,1.5951906442642212,1.1165039539337158,1.3073647022247314
1700258566.2543294,1.6600886583328247,1.3813618421554565,1.4943193197250366
1700258566.958646,1.4425054788589478,1.3016090393066406,1.1793785095214844
1700258567.6609554,1.6072570085525513,1.1313080787658691,1.1367008686065674
1700258568.3638926,1.5555826425552368,1.1483489274978638,1.071160078048706
1700258569.0662673,1.6390206813812256,1.5895460844039917,1.1613036394119263
1700258569.7691035,1.7046935558319092,1.4284785985946655,1.6888184547424316
1700258570.4715478,1.5814969539642334,1.223069190979004,1.404904842376709
1700258571.1739407,1.4661237001419067,1.3803969621658325,1.2204917669296265
1700258571.8723948,1.6128077507019043,1.3855973482131958,1.4966115951538086
1700258572.573261,1.5764976739883423,1.2430193424224854,1.1338692903518677
1700258573.248216,1.5288108587265015,1.3123935461044312,1.3354898691177368
1700258573.9184668,1.589248776435852,1.2276132106781006,1.3496696949005127
1700258574.5889528,1.6022478342056274,1.3979376554489136,1.377493977546692
1700258575.2592704,1.569727897644043,0.8399263024330139,0.933704674243927
1700258575.929379,1.5347564220428467,1.373684048652649,1.1297485828399658
1700258576.5995831,1.4816718101501465,1.422230839729309,1.3451553583145142
1700258577.2701273,1.4597747325897217,1.5168715715408325,1.379765272140503
1700258577.967071,1.4858827590942383,1.6118799448013306,1.3969666957855225
1700258578.6696754,1.4935024976730347,1.6741833686828613,1.3344017267227173
1700258579.372337,1.505632996559143,1.6412476301193237,1.4212634563446045
1700258580.0710633,1.6669843196868896,1.6405123472213745,1.33212411403656
1700258580.7684374,1.583430290222168,1.6558802127838135,1.4174054861068726
1700258581.471342,1.5931055545806885,1.6693235635757446,1.2916487455368042
1700258582.1738627,1.4689207077026367,1.77638840675354,1.121383547782898
1700258582.8773003,1.5802730321884155,1.661458134651184,1.3363473415374756
1700258583.5785923,1.5773415565490723,1.661476731300354,1.341457724571228
1700258584.2792141,1.5785506963729858,1.6607648134231567,1.34148108959198
1700258584.9830868,1.5797313451766968,1.6600565910339355,1.3386372327804565
1700258585.686032,1.577575922012329,1.661672830581665,1.3415958881378174
1700258586.3893738,1.5745161771774292,1.6608734130859375,1.340712547302246
1700258587.092687,1.5780028104782104,1.66103994846344,1.3412467241287231
