Time,X Axis,Y Axis,Z Axis
1700259113.003211,1.611438274383545,1.6578691005706787,1.2817859649658203
1700259113.7041514,1.444617748260498,1.4066555500030518,1.1315869092941284
1700259114.4053164,1.4354865550994873,1.249610185623169,1.172598958015442
1700259115.107583,1.5643720626831055,1.266890525817871,1.400204062461853
1700259115.8089147,1.558491826057434,1.2061009407043457,1.2532646656036377
1700259116.5106156,1.5280693769454956,1.1479319334030151,1.3764723539352417
1700259117.2089107,1.527099609375,1.5204137563705444,1.288964033126831
1700259117.907697,1.574727177619934,1.2823312282562256,1.2583342790603638
1700259118.6069899,1.5701017379760742,1.4221776723861694,1.4816842079162598
1700259119.3056123,1.463698148727417,1.2518038749694824,1.2952649593353271
1700259120.0083323,1.4716423749923706,1.203464388847351,1.2938733100891113
1700259120.7071936,1.4893804788589478,1.3295468091964722,1.3267868757247925
1700259121.4081035,1.4687072038650513,1.2816798686981201,1.2429441213607788
1700259122.10739,1.5206999778747559,1.5018033981323242,1.2782474756240845
1700259122.808959,1.5975151062011719,1.251711368560791,1.3745020627975464
1700259123.5110233,1.6407257318496704,1.3738937377929688,1.3934886455535889
1700259124.2117047,1.5568633079528809,1.2574496269226074,1.4644062519073486
1700259124.9124482,1.5905380249023438,1.371584177017212,1.4127676486968994
1700259125.614359,1.6274181604385376,1.2712457180023193,1.4309178590774536
1700259126.3144908,1.5052024126052856,1.2892601490020752,1.3952319622039795
1700259127.016221,1.5583142042160034,1.3817850351333618,1.299627661705017
1700259127.7186313,1.5039883852005005,1.078972339630127,1.2788569927215576
1700259128.416337,1.5780225992202759,1.4355679750442505,1.5499207973480225
1700259129.1148872,1.5623770952224731,1.224454641342163,1.3932406902313232
1700259129.8134124,1.6512387990951538,1.3061037063598633,1.4831215143203735
1700259130.5154107,1.5519083738327026,1.2105191946029663,1.351416826248169
1700259131.2165244,1.4232832193374634,1.321968913078308,1.4808759689331055
1700259131.924708,1.5013580322265625,1.2737343311309814,1.2987614870071411
1700259132.6024342,1.3989086151123047,1.533617615699768,1.319740653038025
1700259133.2726715,1.492209553718567,1.6597530841827393,1.3091166019439697
1700259133.9431324,1.527267336845398,1.6815465688705444,1.3066145181655884
1700259134.6132007,1.5596873760223389,1.6334847211837769,1.354845404624939
1700259135.2838275,1.549444556236267,1.656143069267273,1.3305572271347046
1700259135.9537127,1.6205288171768188,1.6426701545715332,1.4365055561065674
1700259136.624092,1.6493905782699585,1.6284854412078857,1.4796323776245117
1700259137.320581,1.601859211921692,1.6603021621704102,1.4263688325881958
1700259138.0232718,1.6111915111541748,1.6386727094650269,1.4736090898513794
1700259138.7271357,1.5063670873641968,1.6569314002990723,1.2953945398330688
