Time,X,Y,Z
1697321300.003402,1.6128560304641724,1.633230209350586,1.9925425052642822
1697321300.139249,1.6070122718811035,1.6322824954986572,1.9894627332687378
1697321300.233554,1.6091444492340088,1.6308610439300537,1.990410327911377
1697321300.328376,1.608986496925354,1.6338618993759155,1.9917528629302979
1697321300.4227285,1.6091444492340088,1.6337040662765503,1.9912000894546509
1697321300.5167217,1.608433723449707,1.6330722570419312,1.9919897317886353
1697321300.6114602,1.6109607219696045,1.6329143047332764,1.991594910621643
1697321300.7058008,1.6103289127349854,1.632993221282959,1.9919897317886353
1697321300.8007004,1.6096181869506836,1.632677435874939,1.9913580417633057
1697321300.8949704,1.6085126399993896,1.6322035789489746,1.9926215410232544
1697321300.9892561,1.610092043876648,1.6330722570419312,1.9889888763427734
1697321301.0840933,1.6097761392593384,1.6333091259002686,1.9909632205963135
1697321301.1786852,1.6089074611663818,1.6307032108306885,1.9891468286514282
1697321301.2732778,1.6075650453567505,1.6327563524246216,1.9915159940719604
1697321301.3676739,1.6102499961853027,1.631887674331665,1.9924635887145996
1697321301.4616861,1.60819673538208,1.631334900856018,1.9885940551757812
1697321301.556699,1.60788094997406,1.6325194835662842,1.9888309240341187
1697321301.6512258,1.6066173315048218,1.6317297220230103,1.9889888763427734
1697321301.7457464,1.6096181869506836,1.6320456266403198,1.9912790060043335
1697321301.8399503,1.60819673538208,1.6329143047332764,1.9908052682876587
1697321301.9341373,1.6069332361221313,1.6311769485473633,1.9909632205963135
1697321302.0287948,1.6070122718811035,1.6338618993759155,1.9926215410232544
1697321302.1231503,1.6093024015426636,1.6327563524246216,1.9909632205963135
1697321302.2178981,1.6091444492340088,1.6334670782089233,1.994042992591858
1697321302.3124423,1.6090654134750366,1.632440447807312,1.9919897317886353
1697321302.4065084,1.6085916757583618,1.6333881616592407,1.9903314113616943
1697321302.5011492,1.6103289127349854,1.6333881616592407,1.99214768409729
1697321302.5953095,1.611197590827942,1.6315717697143555,1.99214768409729
1697321302.689765,1.6090654134750366,1.633782982826233,1.9919897317886353
1697321302.7839398,1.6074860095977783,1.6319667100906372,1.9903314113616943
1697321302.8778915,1.6069332361221313,1.6310189962387085,1.990647315979004
