Time,X,Y,Z
1697321652.9500504,1.5864801406860352,1.630150318145752,1.9919897317886353
1697321653.090217,1.6090654134750366,1.6761897802352905,1.9814867973327637
1697321653.1877515,1.6292027235031128,1.5956405401229858,1.949504017829895
1697321653.283902,1.5836372375488281,1.6528147459030151,2.0045459270477295
1697321653.380636,1.6185418367385864,1.6429435014724731,2.001387119293213
1697321653.4756293,1.6104868650436401,1.6305452585220337,2.007941722869873
1697321653.5714972,1.6005367040634155,1.6149091720581055,1.9529787302017212
1697321653.6661007,1.6196473836898804,1.6413640975952148,2.0224721431732178
1697321653.7607803,1.6399426460266113,1.6608695983886719,2.0019400119781494
1697321653.856175,1.6029847860336304,1.630387306213379,1.9371848106384277
1697321653.9509249,1.6282551288604736,1.5650793313980103,1.9425547122955322
1697321654.046318,1.5768457651138306,1.6037744283676147,1.9964120388031006
1697321654.1410317,1.5743976831436157,1.6258859634399414,1.9834610223770142
1697321654.235801,1.6056697368621826,1.6570000648498535,2.007309913635254
1697321654.3312795,1.5927187204360962,1.6517090797424316,2.006441116333008
1697321654.4262955,1.6377314329147339,1.6591322422027588,2.0005974769592285
1697321654.5217354,1.6442070007324219,1.6670292615890503,2.0134694576263428
1697321654.616485,1.6275444030761719,1.67192542552948,2.0097579956054688
1697321654.710963,1.6105659008026123,1.6713725328445435,2.0115742683410645
1697321654.8065295,1.6395478248596191,1.6551837921142578,2.024367332458496
1697321654.901506,1.6018002033233643,1.6181470155715942,1.9720103740692139
1697321654.997004,1.6099340915679932,1.6260439157485962,1.9987021684646606
1697321655.0919425,1.6001418828964233,1.6215426921844482,1.9694833755493164
1697321655.1870358,1.5843479633331299,1.608986496925354,1.9704309701919556
1697321655.28297,1.618067979812622,1.6131718158721924,1.9761958122253418
1697321655.3780832,1.6271494626998901,1.6434962749481201,1.9688516855239868
1697321655.4740286,1.585295557975769,1.5726604461669922,2.0010712146759033
1697321655.5690384,1.6310980319976807,1.69119393825531,1.992937445640564
1697321655.664092,1.5834792852401733,1.670030117034912,2.0231828689575195
1697321655.7598085,1.6074860095977783,1.5476269721984863,1.9687726497650146
1697321655.8551786,1.5912182331085205,1.662054181098938,1.997438669204712
1697321655.9506962,1.601958155632019,1.6543940305709839,1.9949116706848145
1697321656.0458434,1.6198053359985352,1.5972989797592163,1.9515572786331177
1697321656.1408606,1.6132508516311646,1.6761897802352905,2.013627529144287
1697321656.2360222,1.626991629600525,1.6731098890304565,2.056823968887329
1697321656.3307123,1.6046431064605713,1.6070122718811035,1.9424757957458496
1697321656.4259849,1.6562893390655518,1.7373912334442139,2.0541388988494873
1697321656.5209115,1.5817419290542603,1.616014838218689,2.003598213195801
1697321656.6155539,1.6074070930480957,1.5514174699783325,1.9882781505584717
1697321656.7110875,1.6051169633865356,1.561209797859192,1.9453976154327393
1697321656.8057559,1.666555404663086,1.7280728816986084,2.061877965927124
1697321656.9009712,1.6068543195724487,1.6015633344650269,1.952346920967102
1697321656.9957528,1.601958155632019,1.6378893852233887,1.9694833755493164
1697321657.0904045,1.5800045728683472,1.6153041124343872,1.9897786378860474
1697321657.185782,1.6158568859100342,1.7144111394882202,2.021366596221924
1697321657.2805307,1.639468789100647,1.6359151601791382,2.0249202251434326
1697321657.376027,1.6020371913909912,1.6789536476135254,1.984724521636963
1697321657.4706755,1.6192525625228882,1.5408356189727783,1.9399486780166626
1697321657.5656857,1.6164885759353638,1.680375099182129,2.061720132827759
1697321657.6611843,1.601405382156372,1.6074070930480957,1.9524259567260742
1697321657.7564268,1.6014842987060547,1.644049048423767,2.004703998565674
1697321657.8521917,1.5986413955688477,1.5930346250534058,1.9786438941955566
1697321657.9474204,1.5896388292312622,1.6266757249832153,1.9695624113082886
1697321658.042516,1.6012474298477173,1.6325984001159668,1.9828293323516846
1697321658.1569433,1.6085126399993896,1.503403902053833,1.954637050628662
1697321658.2537,1.5975358486175537,1.604248285293579,1.9358422756195068
1697321658.3494253,1.6309400796890259,1.661817193031311,1.9697202444076538
1697321658.444484,1.5914552211761475,1.648234486579895,2.0287106037139893
1697321658.5398486,1.6206740140914917,1.6588163375854492,1.9579538106918335
1697321658.635482,1.6207529306411743,1.5638947486877441,1.9756430387496948
1697321658.7307587,1.6224113702774048,1.5834792852401733,1.9649821519851685
1697321658.8264496,1.617515206336975,1.6489452123641968,1.97319495677948
1697321658.9208927,1.6144354343414307,1.5872697830200195,2.0317904949188232
1697321659.0157285,1.6070911884307861,1.6613434553146362,1.998623251914978
1697321659.1110082,1.631334900856018,1.686850666999817,2.053349256515503
1697321659.2059436,1.65557861328125,1.6531305313110352,2.0113372802734375
1697321659.3014321,1.6142774820327759,1.661264419555664,1.9668773412704468
1697321659.3961093,1.5986413955688477,1.6246224641799927,1.963560700416565
1697321659.491021,1.6189366579055786,1.5746346712112427,1.957716941833496
1697321659.5863576,1.6374155282974243,1.6252542734146118,1.9862250089645386
1697321659.681209,1.628491997718811,1.5842689275741577,1.9654558897018433
1697321659.7766035,1.5902706384658813,1.6449966430664062,1.9690885543823242
1697321659.8715842,1.6403374671936035,1.625649094581604,2.0287106037139893
1697321659.9664955,1.5982465744018555,1.6136456727981567,1.9964120388031006
1697321660.0617278,1.6174362897872925,1.5633419752120972,1.9606387615203857
1697321660.1565075,1.5878225564956665,1.6388370990753174,2.019392251968384
1697321660.2523189,1.6215426921844482,1.5534707307815552,1.934736728668213
1697321660.3476605,1.6438121795654297,1.7126737833023071,2.078382730484009
1697321660.4427047,1.5838741064071655,1.5750294923782349,1.973747730255127
1697321660.5388346,1.6122242212295532,1.6577107906341553,1.9613494873046875
1697321660.6338162,1.6097761392593384,1.6393898725509644,1.971299648284912
1697321660.7296443,1.6148302555084229,1.6241487264633179,1.9834610223770142
1697321660.8248284,1.6161726713180542,1.610644817352295,2.0214455127716064
1697321660.9199312,1.6572370529174805,1.6468919515609741,2.025946855545044
1697321661.015642,1.6253331899642944,1.6212267875671387,2.0104687213897705
1697321661.110935,1.6399426460266113,1.6365469694137573,2.0227880477905273
1697321661.2066627,1.611276626586914,1.6203581094741821,1.970352053642273
1697321661.3020003,1.6124610900878906,1.6635545492172241,2.0219192504882812
1697321661.3970234,1.6330722570419312,1.637178659439087,2.036449670791626
1697321661.4927702,1.6063804626464844,1.648234486579895,1.9476088285446167
1697321661.5878572,1.6058276891708374,1.5676852464675903,1.9601649045944214
1697321661.6830676,1.6017212867736816,1.6424696445465088,2.013153553009033
1697321661.7779577,1.6099340915679932,1.632993221282959,2.00162410736084
1697321661.8727674,1.6108818054199219,1.6294395923614502,1.98985755443573
1697321661.9681876,1.600220799446106,1.61996328830719,1.9589014053344727
1697321662.063059,1.5970619916915894,1.653525471687317,2.0111794471740723
1697321662.1584415,1.6365469694137573,1.6704249382019043,2.007467746734619
1697321662.2531693,1.608433723449707,1.6274653673171997,1.9390010833740234
1697321662.3479993,1.6305452585220337,1.5957984924316406,1.9487932920455933
1697321662.4434972,1.6277812719345093,1.6354413032531738,1.9758009910583496
1697321662.5383732,1.6183838844299316,1.6210688352584839,2.0205767154693604
1697321662.6339078,1.6234378814697266,1.6236748695373535,1.990094542503357
1697321662.7288113,1.5914552211761475,1.5952457189559937,1.9880412817001343
1697321662.8238087,1.5965882539749146,1.6812437772750854,2.0339226722717285
1697321662.919588,1.6121453046798706,1.5941401720046997,1.9547160863876343
1697321663.0149367,1.5820578336715698,1.6287288665771484,2.001150369644165
1697321663.1108925,1.6435751914978027,1.6312559843063354,2.0323433876037598
1697321663.2066095,1.6212267875671387,1.6133297681808472,2.0113372802734375
1697321663.3209074,1.6009315252304077,1.6330722570419312,1.9384483098983765
1697321663.4329753,1.588138461112976,1.6000628471374512,1.9945957660675049
1697321663.5448492,1.5939033031463623,1.626991629600525,1.9947537183761597
1697321663.65719,1.6549469232559204,1.6692403554916382,2.0475056171417236
1697321663.7660053,1.6514722108840942,1.6473658084869385,2.0156807899475098
1697321663.8770487,1.5912972688674927,1.6218585968017578,1.9216277599334717
1697321663.986427,1.6002998352050781,1.6109607219696045,1.9454765319824219
1697321664.0978422,1.6108027696609497,1.634177803993225,1.9643503427505493
1697321664.207291,1.653841257095337,1.7096729278564453,2.042846202850342
1697321664.3188558,1.6068543195724487,1.5695805549621582,1.978327989578247
1697321664.4274127,1.5737659931182861,1.600852608680725,2.009521007537842
1697321664.535481,1.6013264656066895,1.6490241289138794,1.9943588972091675
1697321664.6463547,1.6266757249832153,1.624306559562683,1.9459503889083862
1697321664.755533,1.6209899187088013,1.6391528844833374,2.002887487411499
1697321664.8663044,1.5861642360687256,1.6494189500808716,1.9937270879745483
1697321664.9775481,1.5819787979125977,1.6812437772750854,2.0306060314178467
1697321665.0862825,1.6085126399993896,1.6543940305709839,1.9626920223236084
1697321665.1972253,1.5865590572357178,1.6656867265701294,2.031158685684204
1697321665.3063097,1.6243855953216553,1.6878772974014282,2.0415828227996826
1697321665.4179711,1.6457864046096802,1.679269552230835,2.019392251968384
1697321665.5267582,1.599115252494812,1.6650550365447998,2.0165493488311768
1697321665.638872,1.6086705923080444,1.6158568859100342,1.9679830074310303
1697321665.7473652,1.618620753288269,1.6066173315048218,1.9706679582595825
1697321665.859371,1.6282551288604736,1.618067979812622,1.9710627794265747
1697321665.9677784,1.6014842987060547,1.6330722570419312,1.9468190670013428
1697321666.0789094,1.5976148843765259,1.6464180946350098,1.961665391921997
1697321666.191704,1.624306559562683,1.593429446220398,1.9634027481079102
1697321666.3003325,1.6013264656066895,1.619173526763916,1.9569271802902222
1697321666.4143627,1.6294395923614502,1.6124610900878906,1.9848824739456177
1697321666.5109582,1.6288079023361206,1.6153041124343872,1.9865409135818481
1697321666.6060658,1.6303082704544067,1.5676063299179077,1.9562164545059204
1697321666.7020214,1.599668025970459,1.5961934328079224,2.000518560409546
1697321666.7975047,1.5995891094207764,1.6086705923080444,1.9999656677246094
1697321666.8936274,1.587585687637329,1.6253331899642944,1.9951485395431519
1697321666.988671,1.6010894775390625,1.5887702703475952,1.9874094724655151
1697321667.0839531,1.5921659469604492,1.6250172853469849,2.0069940090179443
1697321667.1797113,1.6144354343414307,1.634177803993225,2.006599187850952
1697321667.2752004,1.6288868188858032,1.6121453046798706,1.9659297466278076
1697321667.3713078,1.6184628009796143,1.6896145343780518,2.0210506916046143
1697321667.4669018,1.649340033531189,1.6943527460098267,2.045215368270874
1697321667.5613093,1.5965092182159424,1.5458106994628906,1.9717735052108765
1697321667.6566348,1.5871118307113647,1.6235958337783813,1.9429495334625244
1697321667.751766,1.5861642360687256,1.667108178138733,2.018049716949463
1697321667.8471894,1.6363890171051025,1.6246224641799927,2.0148909091949463
1697321667.9421508,1.6395478248596191,1.627307415008545,2.0119690895080566
1697321668.0370138,1.6063015460968018,1.6367838382720947,1.9739056825637817
1697321668.1322923,1.6149882078170776,1.6742154359817505,2.0284738540649414
