Time,X,Y,Z
1697321839.4361126,1.6026688814163208,1.65328848361969,2.005572557449341
1697321839.5629005,1.5833213329315186,1.6082757711410522,1.9795125722885132
1697321839.6580617,1.5863221883773804,1.6189366579055786,1.9851194620132446
1697321839.7537065,1.5834002494812012,1.6399426460266113,1.9725632667541504
1697321839.8490186,1.610723853111267,1.6633176803588867,2.0235776901245117
1697321839.9439542,1.5970619916915894,1.6593692302703857,1.9857511520385742
1697321840.039768,1.5994311571121216,1.6449966430664062,2.0219192504882812
1697321840.13427,1.595166802406311,1.6270705461502075,1.9903314113616943
1697321840.2295337,1.6018002033233643,1.6463391780853271,1.9998078346252441
1697321840.32419,1.615225076675415,1.6528936624526978,2.1253697872161865
1697321840.4187777,1.5780303478240967,1.7222291231155396,2.009284257888794
1697321840.5142655,1.5614466667175293,1.5285162925720215,1.998070478439331
1697321840.6089773,1.6229641437530518,1.6725571155548096,1.959928035736084
1697321840.7042713,1.6554996967315674,1.7006703615188599,1.9870936870574951
1697321840.7990253,1.576529860496521,1.5642106533050537,1.9685357809066772
1697321840.8935215,1.6006157398223877,1.7252299785614014,2.041029930114746
1697321840.989022,1.5952457189559937,1.7667680978775024,2.0400032997131348
1697321841.083415,1.5161969661712646,1.7310737371444702,1.9723262786865234
1697321841.1789517,1.6175941228866577,1.482792854309082,1.9972018003463745
1697321841.2742095,1.636073112487793,1.4800288677215576,1.9705889225006104
1697321841.3692229,1.605038046836853,1.479712963104248,1.9835400581359863
1697321841.4649365,1.5717917680740356,1.4643138647079468,1.969799280166626
1697321841.5599892,1.5815050601959229,1.4244341850280762,2.03692364692688
1697321841.655842,1.6205949783325195,1.5811101198196411,2.0109424591064453
1697321841.7510638,1.5918500423431396,1.498270869255066,2.0784616470336914
1697321841.8462532,1.5636578798294067,1.5025352239608765,2.0584824085235596
1697321841.9420555,1.5912182331085205,1.4007432460784912,2.0267364978790283
1697321842.037145,1.6542361974716187,1.621463656425476,1.993253231048584
1697321842.1328864,1.597930669784546,1.5620784759521484,1.8957256078720093
1697321842.2281723,1.6240696907043457,1.4730005264282227,2.2919957637786865
1697321842.3232524,1.5633419752120972,1.5593935251235962,1.9675880670547485
1697321842.418873,1.621147871017456,1.544942021369934,2.058403253555298
1697321842.5140116,1.6126980781555176,1.4500993490219116,2.0159175395965576
1697321842.6097333,1.5420200824737549,1.3460172414779663,1.923759937286377
1697321842.7042189,1.6175941228866577,1.5352287292480469,2.0332908630371094
1697321842.7990398,1.5462055206298828,1.6029847860336304,2.0238935947418213
1697321842.8942826,1.5838741064071655,1.6791115999221802,2.0040721893310547
1697321842.9889338,1.6552627086639404,1.666555404663086,2.0527963638305664
1697321843.0841343,1.5467582941055298,1.562947154045105,2.0727758407592773
1697321843.1789804,1.5450209379196167,1.5170656442642212,2.062588691711426
1697321843.2735064,1.5638158321380615,1.7349432706832886,1.98725163936615
1697321843.3686128,1.597930669784546,1.5770037174224854,1.958269715309143
1697321843.4636126,1.6031427383422852,1.7752968072891235,2.0186026096343994
1697321843.5593383,1.5421780347824097,1.5905075073242188,1.965613842010498
1697321843.6539993,1.5865590572357178,1.7083303928375244,2.0545337200164795
1697321843.7485414,1.5751084089279175,1.650445580482483,1.9829082489013672
1697321843.8438017,1.613724708557129,1.7808246612548828,1.952346920967102
