Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),MAP (psi),MAF (gram/sec),Barometer (psi),Battery Volt (V),Fuel Open Time (ms),Starting Compensation - Fuel (%),Ignition Angle (DBTDC), Lambda1, Lambda2,OILPRESS,   WS FR,   WS FL,   WS RL,   WS RR,Measured AFR #1,Measured AFR #2,Target AFR,Lambda/AFR LTF (%),Analog #1 (volts),Analog #2 (volts),Analog #3 (volts),Analog #4 (volts),Analog #5 (volts),Analog #6 (volts),Analog #7 (volts),Analog #8 (volts),
8.200,2332,80.8,165.4,70.8,14.14,0.00,14.70,14.50,3.21,100.0,19.6,2.66,0.76,28.89,12.6,9.8,0.0,0.0,15.44,0.00,13.89,100.0,0.50,0.50,2.73,0.78,0.01,0.01,1.66,1.11,
8.220,1992,80.8,165.4,70.8,13.99,0.00,14.70,14.50,3.42,100.0,19.6,2.65,0.83,26.31,8.8,10.4,0.0,0.0,15.42,0.00,13.83,100.0,0.50,0.51,2.71,0.85,0.01,0.01,1.55,1.07,
8.240,1992,80.8,165.4,70.8,14.34,0.00,14.70,14.50,3.42,100.0,19.6,2.47,0.70,25.30,8.8,10.4,0.0,0.0,15.05,0.00,13.83,100.0,0.50,0.51,2.53,0.72,0.01,0.01,1.51,1.07,
8.260,1813,80.8,165.4,70.8,14.44,0.00,14.70,14.50,2.98,100.0,19.9,2.54,0.84,24.69,9.9,10.7,0.0,0.0,15.20,0.00,13.88,100.0,0.50,0.51,2.61,0.86,0.01,0.01,1.49,1.07,
8.282,1691,80.8,165.4,70.8,14.39,0.00,14.70,14.50,2.44,100.0,19.8,2.47,0.82,24.22,10.6,10.8,0.0,0.0,15.05,0.00,13.98,100.0,0.50,0.51,2.53,0.84,0.01,0.01,1.47,1.07,
8.301,1691,80.8,165.4,70.9,14.16,0.00,14.70,14.50,2.44,100.0,19.8,2.41,0.74,23.67,10.6,11.0,0.0,0.0,14.92,0.00,13.98,100.0,0.50,0.50,2.47,0.76,0.01,0.01,1.45,1.07,
8.320,1675,80.8,165.4,70.8,13.98,0.00,14.70,14.50,2.72,100.0,20.0,2.54,0.83,24.81,10.9,11.0,0.0,0.0,15.19,0.00,13.91,100.0,0.50,0.51,2.60,0.85,0.01,0.01,1.49,1.07,
8.340,1675,80.8,165.4,70.8,13.92,0.00,14.70,14.50,2.72,100.0,20.0,2.45,0.72,25.05,11.2,11.2,0.0,0.0,14.99,0.00,13.91,100.0,0.50,0.51,2.50,0.73,0.01,0.01,1.50,1.07,
8.361,1793,80.8,165.4,70.7,14.10,0.00,14.70,14.50,2.42,100.0,19.8,2.57,0.81,26.06,11.4,11.7,0.0,0.0,15.26,0.00,13.98,100.0,0.50,0.51,2.64,0.83,0.01,0.01,1.54,1.07,
8.381,2012,80.8,165.4,70.8,14.38,0.00,14.70,14.50,2.82,100.0,20.0,2.67,0.84,26.67,11.4,11.6,0.0,0.0,15.46,0.00,13.95,100.0,0.50,0.51,2.74,0.86,0.01,0.01,1.57,1.07,
8.400,2012,80.8,165.4,70.8,14.07,0.00,14.70,14.50,2.82,100.0,20.0,2.57,0.70,27.89,11.8,11.8,0.0,0.0,15.26,0.00,13.95,100.0,0.50,0.50,2.63,0.72,0.01,0.01,1.62,1.07,
8.420,2109,80.8,165.4,70.8,14.24,0.00,14.70,14.50,2.68,100.0,19.8,2.73,0.84,27.52,11.8,11.9,0.0,0.0,15.58,0.00,13.95,100.0,0.50,0.51,2.80,0.86,0.01,0.01,1.60,1.07,
8.441,2056,80.8,165.4,70.8,14.30,0.00,14.70,14.50,2.71,100.0,19.7,2.68,0.75,28.06,12.1,12.5,0.0,0.0,15.46,0.00,13.97,100.0,0.50,0.51,2.74,0.77,0.01,0.01,1.62,1.07,
8.460,2056,80.8,165.4,70.8,13.99,0.00,14.70,14.50,2.71,100.0,19.7,2.66,0.77,28.05,12.5,12.5,0.0,0.0,15.44,0.00,13.97,100.0,0.50,0.51,2.72,0.79,0.01,0.01,1.62,1.07,
8.480,2002,80.8,165.4,70.8,14.32,0.00,14.70,14.50,2.65,100.0,19.8,2.69,0.84,26.55,12.7,12.6,0.0,0.0,15.49,0.00,13.97,100.0,0.50,0.51,2.75,0.86,0.01,0.01,1.56,1.07,
8.500,1995,80.8,165.4,70.8,14.26,0.00,14.70,14.50,2.59,100.0,19.7,2.54,0.68,27.97,13.0,12.5,0.0,0.0,15.20,0.00,13.97,100.0,0.50,0.51,2.60,0.70,0.01,0.01,1.62,1.07,
8.521,1995,80.8,165.4,70.8,13.98,0.00,14.70,14.50,2.59,100.0,19.7,2.69,0.83,27.92,13.1,13.0,0.0,0.0,15.49,0.00,13.97,100.0,0.50,0.51,2.75,0.85,0.01,0.01,1.62,1.07,
8.540,2002,80.8,165.4,70.8,14.31,0.00,14.70,14.50,2.58,100.0,19.8,2.65,0.78,26.34,13.1,12.7,0.0,0.0,15.41,0.00,13.97,100.0,0.50,0.51,2.71,0.80,0.01,0.01,1.55,1.07,
8.560,2116,80.8,165.4,70.8,14.19,0.00,14.70,14.50,2.59,100.0,19.8,2.67,0.75,27.56,13.1,12.6,0.0,0.0,15.46,0.00,13.97,100.0,0.50,0.51,2.74,0.77,0.01,0.01,1.60,1.07,
8.580,2116,80.8,165.4,70.8,14.28,0.00,14.70,14.50,2.59,100.0,19.8,2.76,0.83,30.38,13.2,13.1,0.0,0.0,15.66,0.00,13.97,100.0,0.50,0.51,2.83,0.86,0.01,0.01,1.72,1.07,
8.600,2258,80.8,165.4,70.8,14.14,0.00,14.70,14.50,3.03,100.0,19.8,2.63,0.69,30.94,13.5,13.1,0.0,0.0,15.38,0.00,13.89,100.0,0.50,0.51,2.70,0.71,0.01,0.01,1.74,1.07,
8.620,2400,80.8,165.4,70.8,14.23,0.00,14.70,14.50,3.02,100.0,19.6,2.83,0.84,31.52,13.1,13.5,0.0,0.0,15.77,0.00,13.94,100.0,0.50,0.50,2.89,0.86,0.01,0.01,1.76,1.07,
8.640,2406,80.8,165.4,70.9,14.10,0.00,14.70,14.50,3.25,100.0,19.5,2.77,0.80,29.50,18.2,13.7,0.0,0.0,15.67,0.00,13.91,100.0,0.50,0.51,2.84,0.82,0.01,0.01,1.68,1.07,
8.660,2316,80.8,165.4,70.8,14.38,0.00,14.70,14.50,3.17,100.0,19.5,2.71,0.71,30.05,13.7,14.4,0.0,0.0,15.54,0.00,13.94,100.0,0.50,0.51,2.77,0.73,0.01,0.01,1.70,1.07,
8.680,2316,80.8,165.4,70.8,14.16,0.00,14.70,14.50,3.17,100.0,19.5,2.82,0.82,31.02,14.5,14.4,0.0,0.0,15.76,0.00,13.94,100.0,0.50,0.50,2.88,0.84,0.01,0.01,1.74,1.07,
8.700,2316,80.8,165.4,70.9,14.26,0.00,14.70,14.60,3.10,100.0,19.6,2.71,0.72,30.38,12.2,14.7,0.0,0.0,15.54,0.00,13.92,100.0,0.50,0.51,2.78,0.74,0.01,0.01,1.72,1.07,
8.720,2367,80.8,165.4,70.9,14.16,0.00,14.70,14.50,3.20,100.0,19.6,2.80,0.79,31.14,14.3,14.8,0.0,0.0,15.71,0.00,13.89,100.0,0.50,0.51,2.87,0.81,0.01,0.01,1.75,1.07,
8.740,2422,80.8,165.4,70.8,14.19,0.00,14.70,14.50,3.13,100.0,19.6,2.84,0.82,31.44,14.8,14.8,0.0,0.0,15.80,0.00,13.94,100.0,0.50,0.50,2.91,0.84,0.01,0.01,1.76,1.07,
8.760,2501,80.8,165.4,70.8,14.28,0.00,14.70,14.60,3.28,100.0,19.5,2.76,0.68,31.80,15.1,15.1,0.0,0.0,15.64,0.00,13.91,100.0,0.50,0.51,2.83,0.70,0.01,0.01,1.77,1.07,
8.780,2501,80.8,165.4,70.9,14.22,0.00,14.70,14.50,3.28,100.0,19.5,3.04,0.82,33.56,15.5,15.6,0.0,0.0,16.21,0.00,13.91,100.0,0.50,0.51,3.11,0.84,0.01,0.01,1.84,1.07,
8.800,2562,80.8,165.4,70.9,14.15,0.00,14.70,14.50,3.63,100.0,19.5,3.26,0.75,33.05,15.2,15.7,0.0,0.0,16.67,0.00,13.91,100.0,0.50,0.51,3.34,0.77,0.01,0.01,1.82,1.07,
8.820,2598,80.8,165.4,70.9,14.18,0.00,14.70,14.50,3.35,100.0,19.4,3.61,0.76,34.39,16.0,15.7,0.0,0.0,17.38,0.00,13.92,100.0,0.50,0.51,3.70,0.78,0.01,0.01,1.88,1.07,
8.840,2635,80.8,165.4,70.9,14.19,0.00,14.70,14.50,3.41,100.0,19.4,3.88,0.82,31.97,16.0,15.7,0.0,0.0,17.93,0.00,13.92,100.0,0.50,0.51,3.98,0.84,0.01,0.01,1.78,1.07,
8.860,2721,80.8,165.4,70.9,14.19,0.00,14.70,14.60,3.46,100.0,19.3,3.97,0.68,35.30,16.2,16.2,0.0,0.0,18.11,0.00,13.92,100.0,0.50,0.50,4.07,0.70,0.01,0.01,1.91,1.07,
8.880,2788,80.8,165.4,70.9,14.16,0.00,14.70,14.50,3.53,100.0,19.3,4.28,0.81,33.67,17.0,16.1,0.0,0.0,18.74,0.00,13.92,100.0,0.50,0.51,4.38,0.83,0.01,0.01,1.85,1.07,
8.900,2833,80.8,165.4,70.9,14.20,0.00,14.70,14.50,3.71,100.0,19.2,4.39,0.75,34.25,16.9,16.8,0.0,0.0,18.98,0.00,13.88,100.0,0.50,0.51,4.50,0.77,0.01,0.01,1.87,1.07,
8.920,2840,80.8,165.4,70.9,14.28,0.00,14.70,14.60,3.60,100.0,19.2,4.49,0.73,35.39,17.3,16.8,0.0,0.0,19.18,0.00,13.94,100.0,0.50,0.51,4.60,0.75,0.01,0.01,1.92,1.07,
8.940,2829,80.8,165.4,70.9,14.26,0.00,14.70,14.50,3.63,100.0,19.2,4.70,0.82,36.00,17.3,16.7,0.0,0.0,19.61,0.00,13.92,100.0,0.50,0.50,4.81,0.84,0.01,0.01,1.94,1.07,
8.960,2852,80.8,165.4,70.9,14.30,0.00,14.70,14.60,3.62,100.0,19.2,4.66,0.70,35.31,17.9,17.5,0.0,0.0,19.52,0.00,13.92,100.0,0.50,0.51,4.77,0.71,0.01,0.01,1.91,1.07,
8.983,2908,80.8,165.4,70.9,14.26,0.00,14.70,14.50,3.69,100.0,19.2,4.79,0.79,36.64,17.6,17.9,0.0,0.0,19.79,0.00,13.91,100.0,0.50,0.51,4.90,0.81,0.01,0.01,1.97,1.07,
9.000,2978,80.8,165.4,70.9,14.28,0.00,14.70,14.60,3.69,100.0,19.1,4.78,0.80,35.47,23.8,17.8,0.0,0.0,19.77,0.00,13.94,100.0,0.50,0.51,4.89,0.82,0.01,0.01,1.92,1.07,
9.020,3037,80.8,165.4,70.9,14.19,0.00,14.70,14.50,3.81,100.0,19.1,4.66,0.69,35.50,17.0,18.7,0.0,0.0,19.52,0.00,13.92,100.0,0.50,0.51,4.77,0.70,0.01,0.01,1.92,1.07,
9.041,3090,80.8,165.4,71.0,14.27,0.00,14.70,14.60,3.79,100.0,19.0,4.73,0.82,37.47,17.1,19.0,0.0,0.0,19.68,0.00,13.94,100.0,0.50,0.51,4.85,0.84,0.01,0.01,2.00,1.07,
9.061,3143,80.8,165.4,70.9,14.19,0.00,14.70,14.60,4.27,100.0,19.0,4.54,0.72,38.92,18.4,18.9,0.0,0.0,19.29,0.00,13.94,100.0,0.50,0.51,4.65,0.74,0.01,0.01,2.06,1.07,
9.080,3182,80.8,165.4,70.9,14.22,0.00,14.70,14.50,3.98,100.0,18.9,4.47,0.78,38.89,18.4,18.8,0.0,0.0,19.12,0.00,13.92,100.0,0.50,0.51,4.57,0.80,0.01,0.01,2.06,1.07,
9.100,3221,80.8,165.4,70.9,14.16,0.00,14.70,14.60,4.02,100.0,18.9,4.36,0.82,38.56,19.5,19.9,0.0,0.0,18.92,0.00,13.91,100.0,0.50,0.50,4.47,0.84,0.01,0.01,2.04,1.07,
9.120,3251,80.8,165.4,71.0,14.14,0.00,14.70,14.60,4.03,100.0,18.9,4.10,0.67,39.22,19.6,19.9,0.0,0.0,18.38,0.00,13.92,100.0,0.50,0.51,4.20,0.69,0.01,0.01,2.07,1.07,
9.140,3298,80.8,165.4,70.9,14.11,0.00,14.70,14.60,4.06,100.0,18.8,4.08,0.81,40.09,20.0,19.6,0.0,0.0,18.33,0.00,13.94,100.0,0.50,0.50,4.17,0.83,0.01,0.01,2.10,1.07,
9.160,3339,80.8,165.4,71.0,14.12,0.00,14.70,14.60,4.09,100.0,18.8,3.82,0.74,40.92,20.4,20.4,0.0,0.0,17.82,0.00,13.94,100.0,0.50,0.50,3.91,0.76,0.01,0.01,2.14,1.07,
9.180,3385,80.8,165.4,70.9,14.24,0.00,14.70,14.50,4.15,100.0,18.7,3.67,0.75,40.64,21.0,20.1,0.0,0.0,17.51,0.00,13.94,100.0,0.50,0.51,3.76,0.76,0.01,0.01,2.13,1.07,
9.200,3484,80.8,165.4,71.0,14.22,0.00,14.70,14.60,4.28,100.0,18.6,3.54,0.80,40.09,21.1,20.8,0.0,0.0,17.24,0.00,13.94,100.0,0.50,0.50,3.63,0.82,0.01,0.01,2.10,1.07,
9.220,3516,80.8,165.4,71.0,14.15,0.00,14.70,14.60,4.37,100.0,18.6,3.31,0.67,41.06,21.1,20.7,0.0,0.0,16.76,0.00,13.92,100.0,0.50,0.51,3.39,0.68,0.01,0.01,2.14,1.07,
9.240,3548,80.8,165.4,71.0,14.19,0.00,14.70,14.60,4.36,100.0,18.6,3.39,0.81,43.97,21.3,21.1,0.0,0.0,16.92,0.00,13.94,100.0,0.50,0.51,3.47,0.83,0.01,0.01,2.26,1.07,
9.260,3574,80.8,165.4,70.9,14.11,0.00,14.70,14.60,4.45,100.0,18.5,3.32,0.74,41.94,21.4,21.4,0.0,0.0,16.77,0.00,13.92,100.0,0.50,0.50,3.40,0.76,0.01,0.01,2.18,1.07,
9.280,3606,80.8,165.4,71.0,14.10,0.00,14.70,14.50,4.44,100.0,18.5,3.32,0.71,44.44,28.6,21.8,0.0,0.0,16.79,0.00,13.94,100.0,0.50,0.51,3.40,0.72,0.01,0.01,2.28,1.07,
9.301,3697,80.8,165.4,71.0,14.24,0.00,14.70,14.60,4.51,100.0,18.4,3.13,0.80,42.25,18.7,22.4,0.0,0.0,16.41,0.00,13.94,100.0,0.50,0.50,3.21,0.82,0.01,0.01,2.19,1.07,
9.320,3750,80.8,165.4,71.0,14.11,0.00,14.70,14.60,4.56,100.0,18.4,2.79,0.68,46.44,22.4,23.0,0.0,0.0,15.71,0.00,13.95,100.0,0.50,0.50,2.86,0.69,0.01,0.01,2.36,1.07,
9.340,3824,80.8,165.4,71.0,13.92,0.00,14.70,14.60,4.64,100.0,18.3,2.76,0.78,45.34,22.5,22.8,0.0,0.0,15.64,0.00,13.94,100.0,0.50,0.50,2.83,0.80,0.01,0.01,2.31,1.07,
9.360,3892,80.8,165.4,70.9,14.15,0.00,14.70,14.50,4.75,100.0,18.0,2.62,0.78,45.42,23.6,23.9,0.0,0.0,15.36,0.00,13.94,100.0,0.50,0.50,2.69,0.80,0.01,0.01,2.32,1.07,
9.380,4030,80.8,165.4,71.0,14.06,0.00,14.70,14.60,5.11,100.0,18.3,2.44,0.69,46.42,23.0,23.5,0.0,0.0,14.99,0.00,13.88,100.0,0.50,0.50,2.50,0.70,0.01,0.01,2.36,1.07,
9.400,4101,80.8,165.4,71.0,14.04,0.00,14.70,14.50,5.30,100.0,18.2,2.52,0.79,48.89,23.8,23.5,0.0,0.0,15.14,0.00,13.83,100.0,0.50,0.50,2.58,0.81,0.01,0.01,2.46,1.07,
9.421,4224,80.8,165.4,71.0,14.08,0.00,14.70,14.50,5.58,100.0,18.1,2.43,0.69,46.72,24.5,24.2,0.0,0.0,14.95,0.00,13.77,100.0,0.50,0.50,2.48,0.71,0.01,0.01,2.37,1.07,
9.440,4303,80.8,165.4,71.0,13.99,0.00,14.70,14.50,6.28,100.0,17.9,2.55,0.77,49.55,25.0,24.2,0.0,0.0,15.21,0.00,13.74,100.0,0.50,0.51,2.61,0.79,0.01,0.01,2.48,1.07,
9.463,4432,80.8,165.4,71.1,13.91,0.00,14.70,14.50,6.69,100.0,17.9,2.63,0.79,51.59,25.0,25.1,0.0,0.0,15.36,0.00,13.67,100.0,0.50,0.50,2.69,0.81,0.01,0.01,2.56,1.07,
9.480,4454,80.8,165.4,71.0,13.90,0.00,14.70,14.50,6.09,100.0,17.8,2.55,0.65,52.00,25.5,26.1,0.0,0.0,15.21,0.00,13.67,100.0,0.50,0.50,2.61,0.67,0.01,0.01,2.58,1.07,
9.500,4459,80.8,165.4,71.1,13.88,0.00,14.70,14.50,6.09,100.0,17.8,2.77,0.80,52.50,25.5,26.1,0.0,0.0,15.66,0.00,13.66,100.0,0.50,0.50,2.84,0.82,0.01,0.01,2.60,1.07,
9.520,4457,80.8,165.4,71.1,13.90,0.00,14.70,14.50,6.09,100.0,17.8,2.75,0.72,52.56,26.4,27.1,0.0,0.0,15.61,0.00,13.66,100.0,0.50,0.50,2.82,0.74,0.01,0.01,2.60,1.07,
9.540,4474,80.8,165.4,71.1,13.90,0.00,14.70,14.50,6.09,100.0,17.8,2.83,0.74,54.31,25.8,27.6,0.0,0.0,15.77,0.00,13.66,100.0,0.50,0.51,2.90,0.76,0.01,0.01,2.67,1.07,
9.560,4527,80.8,165.4,71.1,13.90,0.00,14.70,14.50,6.09,100.0,17.7,2.87,0.80,51.55,26.7,27.1,0.0,0.0,15.86,0.00,13.66,100.0,0.50,0.51,2.94,0.82,0.01,0.01,2.56,1.07,
9.583,4624,80.8,165.4,71.1,13.87,0.00,14.70,14.50,6.13,100.0,17.8,2.62,0.65,53.47,28.5,28.5,0.0,0.0,15.36,0.00,13.63,100.0,0.50,0.50,2.69,0.66,0.01,0.01,2.64,1.07,
9.600,4689,80.8,165.4,71.1,13.90,0.00,14.70,14.50,6.10,100.0,17.6,2.67,0.80,55.50,27.2,28.1,0.0,0.0,15.46,0.00,13.63,100.0,0.50,0.51,2.74,0.82,0.01,0.01,2.72,1.07,
9.621,4833,80.8,165.4,71.1,13.91,0.00,14.70,14.50,6.14,100.0,17.6,2.50,0.73,57.67,28.2,27.8,0.0,0.0,15.11,0.00,13.58,100.0,0.50,0.51,2.56,0.75,0.01,0.01,2.81,1.07,
9.640,4899,80.8,165.4,71.0,13.71,0.00,14.70,14.50,6.75,100.0,17.6,2.38,0.69,59.05,28.8,28.5,0.0,0.0,14.86,0.00,13.57,100.0,0.50,0.51,2.44,0.71,0.01,0.01,2.86,1.07,
9.661,4989,80.8,165.4,71.0,13.84,0.00,14.70,14.50,6.16,100.0,17.5,2.42,0.80,56.42,29.3,28.9,0.0,0.0,14.94,0.00,13.54,100.0,0.50,0.51,2.47,0.82,0.01,0.01,2.76,1.07,
9.680,5033,80.8,165.4,71.0,13.87,0.00,14.70,14.50,6.70,100.0,17.5,2.20,0.65,56.94,29.7,30.2,0.0,0.0,14.49,0.00,13.52,100.0,0.50,0.51,2.25,0.66,0.01,0.01,2.78,1.07,
9.700,5060,80.8,165.4,71.0,13.80,0.00,14.70,14.50,6.15,100.0,17.5,2.23,0.76,58.27,29.3,30.2,0.0,0.0,14.57,0.00,13.52,100.0,0.50,0.50,2.29,0.78,0.01,0.01,2.83,1.06,
9.720,5155,80.8,165.4,71.0,13.77,0.00,14.70,14.50,6.07,100.0,17.5,2.15,0.76,60.02,136.6,30.6,0.0,0.0,14.38,0.00,13.54,100.0,0.50,0.50,2.20,0.78,0.01,0.01,2.90,1.07,
9.741,5227,80.8,165.4,71.1,13.82,0.00,14.70,14.50,6.05,100.0,17.5,1.98,0.68,60.00,26.3,31.1,0.0,0.0,14.05,0.00,13.54,100.0,0.50,0.51,2.03,0.69,0.01,0.01,2.90,1.07,
9.761,5282,80.8,165.4,71.0,13.83,0.00,14.70,14.50,5.98,100.0,17.5,2.01,0.79,60.06,30.4,31.1,0.0,0.0,14.10,0.00,13.55,100.0,0.50,0.51,2.06,0.81,0.01,0.01,2.90,1.07,
9.780,5343,80.8,165.4,71.0,13.71,0.00,14.70,14.50,5.96,100.0,17.5,1.78,0.67,64.64,31.8,31.9,0.0,0.0,13.64,0.00,13.55,100.0,0.50,0.51,1.83,0.69,0.01,0.01,3.09,1.07,
9.800,5535,80.8,165.4,71.1,13.75,0.00,14.70,14.50,5.87,100.0,17.5,1.78,0.75,64.34,31.4,31.5,0.0,0.0,13.63,0.00,13.55,100.0,0.50,0.51,1.82,0.76,0.01,0.01,3.07,1.07,
9.820,5635,80.8,165.4,71.0,13.86,0.00,14.70,14.50,5.76,100.0,17.5,1.73,0.77,66.52,32.5,31.9,0.0,0.0,13.52,0.00,13.57,100.0,0.50,0.51,1.77,0.79,0.01,0.01,3.16,1.07,
9.840,5695,80.8,165.4,71.1,13.86,0.00,14.70,14.50,5.62,100.0,17.5,1.56,0.65,66.25,32.2,32.5,0.0,0.0,13.17,0.00,13.60,100.0,0.50,0.50,1.59,0.67,0.01,0.01,3.15,1.07,
9.860,5758,80.8,165.4,71.1,13.86,0.00,14.70,14.50,5.50,100.0,17.5,1.63,0.79,67.25,33.1,32.6,0.0,0.0,13.33,0.00,13.60,100.0,0.51,0.51,1.67,0.81,0.01,0.01,3.19,1.07,
9.880,5812,80.8,165.4,71.1,13.86,0.00,14.70,14.50,5.36,100.0,17.5,1.47,0.71,67.50,32.7,33.4,0.0,0.0,12.99,0.00,13.60,100.0,0.50,0.51,1.51,0.73,0.01,0.01,3.20,1.07,
9.900,5871,80.8,165.4,71.1,13.83,0.00,14.70,14.50,5.24,100.0,17.5,1.43,0.75,69.30,33.7,34.1,0.0,0.0,12.92,0.00,13.63,100.0,0.50,0.51,1.47,0.76,0.01,0.01,3.27,1.07,
9.920,5976,80.8,165.4,71.1,13.79,0.00,14.70,14.50,5.10,100.0,17.5,1.42,0.80,66.30,33.7,34.0,0.0,0.0,12.91,0.00,13.63,100.0,0.50,0.51,1.46,0.82,0.01,0.01,3.15,1.07,
9.940,6097,80.8,165.4,71.1,13.79,0.00,14.70,14.50,4.85,100.0,17.5,1.20,0.64,66.00,33.9,34.4,0.0,0.0,12.45,0.00,13.61,100.0,0.51,0.51,1.23,0.66,0.01,0.01,3.14,1.07,
9.960,6119,80.8,165.4,71.1,13.76,0.00,14.70,14.50,4.72,100.0,17.5,1.28,0.79,65.50,34.8,35.0,0.0,0.0,12.61,0.00,13.60,100.0,0.50,0.50,1.31,0.81,0.01,0.01,3.12,1.07,
9.983,6128,80.8,165.4,71.1,13.77,0.00,14.70,14.50,4.70,100.0,17.5,1.14,0.72,66.25,35.1,35.4,0.0,0.0,12.32,0.00,13.61,100.0,0.50,0.50,1.17,0.73,0.01,0.01,3.15,1.07,
10.000,6147,80.8,165.4,71.1,13.77,0.00,14.70,14.50,4.66,100.0,17.5,1.09,0.72,67.77,31.9,35.5,0.0,0.0,12.23,0.00,13.61,100.0,0.50,0.50,1.12,0.74,0.01,0.01,3.21,1.07,
10.020,6111,80.8,165.4,71.1,13.79,0.00,14.70,14.50,4.67,100.0,17.5,1.13,0.79,71.00,35.4,34.6,0.0,0.0,12.30,0.00,13.61,100.0,0.50,0.50,1.16,0.81,0.01,0.01,3.34,1.07,
10.040,6089,80.8,165.4,71.1,13.80,0.00,14.70,14.50,4.75,100.0,17.5,1.02,0.65,71.38,35.7,35.9,0.0,0.0,12.07,0.00,13.61,100.0,0.51,0.51,1.04,0.67,0.01,0.01,3.36,1.07,
10.060,6155,80.8,165.4,71.1,13.83,0.00,14.70,14.50,4.71,100.0,17.5,1.19,0.79,72.81,37.3,37.7,0.0,0.0,12.44,0.00,13.63,100.0,0.50,0.51,1.22,0.81,0.01,0.01,3.41,1.07,
10.081,6263,80.8,165.4,71.1,13.83,0.00,14.70,14.50,4.51,100.0,17.5,1.21,0.75,69.44,37.1,37.8,0.0,0.0,12.48,0.00,13.63,100.0,0.50,0.51,1.24,0.77,0.01,0.01,3.28,1.07,
10.100,6346,80.8,165.4,71.1,13.75,0.00,14.70,14.50,4.40,100.0,17.5,1.23,0.69,72.56,37.0,38.6,0.0,0.0,12.51,0.00,13.60,100.0,0.51,0.51,1.26,0.71,0.01,0.01,3.40,1.07,
10.121,6384,80.8,165.4,71.2,13.69,0.00,14.70,14.50,4.39,100.0,17.5,1.39,0.78,67.25,37.6,38.1,0.0,0.0,12.85,0.00,13.55,100.0,0.51,0.50,1.43,0.80,0.01,0.01,3.19,1.07,
10.141,6419,80.8,165.4,69.9,13.73,0.00,14.70,14.50,4.37,100.0,17.5,1.31,0.65,66.75,37.6,38.2,0.0,0.0,12.67,0.00,13.52,100.0,0.50,0.51,1.34,0.66,0.01,0.01,3.17,1.07,
10.165,6450,80.8,165.4,67.0,13.65,0.00,14.70,14.50,4.34,100.0,17.5,1.47,0.78,69.02,38.4,38.5,0.0,0.0,13.01,0.00,13.54,100.0,0.50,0.51,1.51,0.80,0.01,0.01,3.26,1.07,
10.180,6484,80.8,165.4,66.2,13.65,0.00,14.70,14.50,4.31,100.0,17.5,1.48,0.78,68.67,38.3,40.1,0.0,0.0,13.02,0.00,13.54,100.0,0.50,0.51,1.52,0.80,0.01,0.01,3.25,1.07,
10.200,6540,80.8,165.4,66.0,13.59,0.00,14.70,14.50,4.28,100.0,17.5,1.39,0.68,66.13,50.2,38.7,0.0,0.0,12.83,0.00,13.52,100.0,0.51,0.51,1.42,0.70,0.01,0.01,3.15,1.07,
10.220,6622,80.8,165.4,66.0,13.61,0.00,14.70,14.50,4.23,100.0,17.5,1.50,0.80,72.02,35.8,39.6,0.0,0.0,13.05,0.00,13.51,100.0,0.51,0.51,1.54,0.82,0.01,0.01,3.38,1.07,
10.243,6761,80.8,165.4,66.0,13.79,0.00,14.70,14.60,4.14,100.0,17.5,1.41,0.72,67.34,38.8,39.6,0.0,0.0,12.88,0.00,13.47,100.0,0.51,0.51,1.45,0.74,0.01,0.01,3.19,1.07,
10.260,6878,80.8,165.4,65.9,13.73,0.00,14.70,14.50,4.08,100.0,17.5,1.48,0.78,70.97,39.3,39.6,0.0,0.0,13.02,0.00,13.41,100.0,0.50,0.51,1.52,0.80,0.01,0.01,3.34,1.07,
10.283,7037,80.8,165.4,65.9,13.64,0.00,14.70,14.50,4.11,100.0,17.5,1.50,0.79,69.09,40.2,40.5,0.0,0.0,13.05,0.00,13.38,100.0,0.50,0.51,1.53,0.80,0.01,0.01,3.26,1.07,
10.303,7216,80.8,165.4,65.9,13.55,0.00,14.70,14.50,4.25,100.0,17.5,1.39,0.66,71.22,40.4,40.9,0.0,0.0,12.85,0.00,13.45,100.0,0.50,0.50,1.43,0.68,0.01,0.01,3.35,1.07,
10.320,7275,80.8,165.4,65.8,13.55,0.00,14.70,14.50,4.34,100.0,17.5,1.53,0.79,72.88,41.0,40.8,0.0,0.0,13.11,0.00,13.38,100.0,0.51,0.51,1.56,0.81,0.01,0.01,3.42,1.07,
10.340,7308,80.8,165.4,65.8,13.36,0.00,14.70,14.50,4.35,100.0,17.5,1.47,0.73,73.30,53.5,41.0,0.0,0.0,12.99,0.00,13.39,100.0,0.50,0.51,1.50,0.75,0.01,0.01,3.43,1.07,
10.360,7434,80.8,165.4,65.8,13.51,0.00,14.70,14.50,4.43,100.0,17.5,1.46,0.75,70.19,41.1,42.4,0.0,0.0,12.98,0.00,13.38,100.0,0.51,0.51,1.49,0.77,0.01,0.01,3.31,1.07,
10.383,7498,80.8,165.4,65.8,13.28,0.00,14.70,14.50,4.48,100.0,17.5,1.47,0.80,72.97,41.9,42.3,0.0,0.0,12.99,0.00,13.45,100.0,0.50,0.51,1.50,0.82,0.01,0.01,3.42,1.07,
